,bus_name
3934,MESQUITE 35 1
3935,GARLAND 56 1
3936,GARLAND 57 1
3937,MESQUITE 36 1
3938,ROWLETT 10 1
3939,ROWLETT 11 1
3940,ROWLETT 12 1
3941,ROWLETT 13 1
3942,SUNNYVALE 4 1
3943,ROWLETT 14 1
3944,MESQUITE 37 1
3945,MESQUITE 38 1
3946,MESQUITE 39 1
3947,SUNNYVALE 5 1
3948,GARLAND 58 1
3949,GARLAND 59 1
3950,GARLAND 60 1
3951,ROWLETT 15 1
3952,GARLAND 61 1
3953,GARLAND 62 1
3954,GARLAND 63 1
3955,GARLAND 64 1
3956,GARLAND 65 1
3957,GARLAND 66 1
3958,GARLAND 67 1
3959,GARLAND 68 1
3960,GARLAND 69 1
3961,GARLAND 70 1
3962,GARLAND 71 1
3963,MESQUITE 40 1
3964,GARLAND 72 1
3965,GARLAND 73 1
3966,GARLAND 74 1
3967,GARLAND 75 1
3968,GARLAND 76 1
3969,GARLAND 77 1
3970,GARLAND 78 1
3971,GARLAND 79 1
3972,GARLAND 80 1
3973,GARLAND 81 1
3974,GARLAND 82 1
3975,GARLAND 83 1
3976,GARLAND 84 1
3977,GARLAND 85 1
3978,GARLAND 86 1
3979,GARLAND 87 1
3980,DENTON 3 1
3981,DENTON 3 2
3982,DENTON 3 3
3983,DENTON 3 4
3984,LITTLE ELM 3 1
3985,LITTLE ELM 3 2
3986,LAKE DALLAS 3 1
3987,LAKE DALLAS 4 1
3988,LAKE DALLAS 4 2
3989,DENTON 4 1
3990,DENTON 5 1
3991,DENTON 6 1
3992,DENTON 6 2
3993,AUBREY 4 1
3994,AUBREY 5 1
3995,DENTON 7 1
3996,DENTON 7 2
3997,DENTON 8 1
3998,GAINESVILLE 2 1
3999,GAINESVILLE 3 1
4000,VALLEY VIEW 2 1
4001,LINDSAY 3 1
4002,COLLINSVILLE 4 1
4003,GAINESVILLE 4 1
4004,GAINESVILLE 4 2
4005,GAINESVILLE 5 1
4006,GAINESVILLE 6 1
4007,PARIS 3 1
4008,PARIS 4 1
4009,POWDERLY 3 1
4010,HONEY GROVE 2 1
4011,COOPER 1 1
4012,ROXTON 2 1
4013,PARIS 5 1
4014,TOM BEAN 2 1
4015,BONHAM 4 1
4016,BONHAM 4 2
4017,SHERMAN 2 1
4018,SHERMAN 3 1
4019,DENISON 3 1
4020,VAN ALSTYNE 2 1
4021,DENISON 4 1
4022,DENISON 5 1
4023,GUNTER 1 1
4024,POTTSBORO 1 1
4025,WHITESBORO 3 1
4026,TIOGA 2 1
4027,SAVOY 1 1
4028,TRENTON 2 1
4029,COLBERT 2 1
4030,DENISON 6 1
4031,HOWE 2 1
4032,SHERMAN 4 1
4033,SHERMAN 4 2
4034,DENISON 7 1
4035,POTTSBORO 2 1
4036,HOWE 3 1
4037,GREENVILLE 2 1
4038,GREENVILLE 3 1
4039,LONE OAK 4 1
4040,CADDO MILLS 3 1
4041,WOLFE CITY 2 1
4042,CADDO MILLS 4 1
4043,COMMERCE 3 1
4044,LEONARD 1 1
4045,GREENVILLE 4 1
4046,GREENVILLE 5 1
4047,GREENVILLE 6 1
4048,CUMBY 2 1
4049,ROYSE CITY 5 1
4050,QUINLAN 4 1
4051,QUINLAN 5 1
4052,QUINLAN 6 1
4053,TERRELL 5 1
4054,COMMERCE 4 1
4055,CADDO MILLS 5 1
4056,WOLFE CITY 3 1
4057,GREENVILLE 7 1
4058,FORNEY 4 1
4059,TERRELL 6 1
4060,TERRELL 7 1
4061,FORNEY 5 1
4062,FORNEY 6 1
4063,TERRELL 8 1
4064,TERRELL 9 1
4065,TERRELL 9 2
4066,TERRELL 10 1
4067,LEWISVILLE 3 1
4068,LEWISVILLE 3 2
4069,SUNNYVALE 6 1
4070,SUNNYVALE 6 2
4071,SUNNYVALE 6 3
4072,LAVON 5 1
4073,LAVON 5 2
4074,LAVON 5 3
4075,LAVON 5 4
4076,LAVON 5 5
4077,LAVON 5 6
4078,GREENVILLE 8 1
4079,GREENVILLE 8 2
4080,GREENVILLE 8 3
4081,GREENVILLE 8 4
4082,GREENVILLE 8 5
4083,DENTON 9 1
4084,DENTON 9 2
4085,DENTON 9 3
4086,CARTWRIGHT 2 1
4087,CARTWRIGHT 2 2
4088,CARTWRIGHT 2 3
4089,CARTWRIGHT 2 4
4090,PARIS 6 1
4091,PARIS 6 2
4092,PARIS 6 3
4093,PARIS 6 4
4094,PARIS 6 5
4095,LEWISVILLE 4 1
4096,LEWISVILLE 4 2
4097,LEWISVILLE 4 3
4098,LEWISVILLE 4 4
4099,LEWISVILLE 4 5
4100,PARIS 7 1
4101,PARIS 7 2
4102,PARIS 7 3
4103,PARIS 7 4
4104,PARIS 7 5
4105,PARIS 7 6
4106,PARIS 7 7
4107,PARIS 7 8
4108,DENTON 10 1
4109,DENTON 10 2
4110,LEWISVILLE 5 1
4111,LEWISVILLE 5 2
4112,LEWISVILLE 5 3
4113,LEWISVILLE 5 4
4114,SHERMAN 5 1
4115,SHERMAN 5 2
4116,SHERMAN 5 3
4117,SHERMAN 5 4
4118,AUBREY 6 1
4119,AUBREY 6 2
4120,SOUTHMAYD 2 1
4121,SOUTHMAYD 2 2
4122,COLLINSVILLE 5 1
4123,COLLINSVILLE 5 2
4124,COLLINSVILLE 6 1
4125,COLLINSVILLE 6 2
4126,GAINESVILLE 7 1
4127,GAINESVILLE 7 2
4128,WHITEWRIGHT 2 1
4129,WHITEWRIGHT 2 2
4130,CADDO MILLS 6 1
4131,CADDO MILLS 6 2
4132,SHERMAN 6 1
4133,SHERMAN 6 2
4134,GREENVILLE 9 1
4135,GREENVILLE 9 2
4136,FRISCO 9 1
4137,FRISCO 9 2
4138,EAGLE PASS 1 1
4139,QUEMADO 1 1
4140,EAGLE PASS 2 1
4141,LAREDO 1 1
4142,LAREDO 2 1
4143,LAREDO 3 1
4144,LAREDO 4 1
4145,LAREDO 5 1
4146,LAREDO 6 1
4147,LAREDO 7 1
4148,LAREDO 8 1
4149,LAREDO 9 1
4150,LAREDO 9 2
4151,LAREDO 10 1
4152,LAREDO 11 1
4153,LAREDO 12 1
4154,LAREDO 13 1
4155,LAREDO 14 1
4156,LAREDO 15 1
4157,LAREDO 16 1
4158,OILTON 1 1
4159,LAREDO 17 1
4160,LAREDO 18 1
4161,LAREDO 19 1
4162,LAREDO 20 1
4163,LAREDO 20 2
4164,LAREDO 21 1
4165,MIRANDO CITY 1 1
4166,LAREDO 22 1
4167,LAREDO 23 1
4168,LAREDO 24 1
4169,LAREDO 25 1
4170,FREER 1 1
4171,BENAVIDES 1 1
4172,ZAPATA 1 1
4173,REALITOS 1 1
4174,HEBBRONVILLE 1 1
4175,HEBBRONVILLE 2 1
4176,LOPENO 1 1
4177,FREER 2 1
4178,SAN ISIDRO 1 1
4179,CRYSTAL CITY 1 1
4180,CRYSTAL CITY 1 2
4181,CRYSTAL CITY 1 3
4182,ARTESIA WELLS 1 1
4183,CARRIZO SPRINGS 1 1
4184,ASHERTON 1 1
4185,BIG WELLS 1 1
4186,COTULLA 1 1
4187,ENCINAL 1 1
4188,EL INDIO 1 1
4189,QUEMADO 2 1
4190,CATARINA 1 1
4191,ENCINAL 2 1
4192,ENCINAL 3 1
4193,OILTON 2 1
4194,ENCINAL 4 1
4195,LAREDO 26 1
4196,MIRANDO CITY 2 1
4197,BRUNI 1 1
4198,LA PRYOR 2 1
4199,EL INDIO 2 1
4200,ENCINAL 5 1
4201,ENCINAL 6 1
4202,FREER 3 1
4203,LAREDO 27 1
4204,EAGLE PASS 3 1
4205,ENCINAL 7 1
4206,ENCINAL 8 1
4207,OILTON 3 1
4208,QUEMADO 3 1
4209,CATARINA 2 1
4210,ENCINAL 9 1
4211,LA PRYOR 3 1
4212,QUEMADO 4 1
4213,ARTESIA WELLS 2 1
4214,EAGLE PASS 4 1
4215,CARRIZO SPRINGS 2 1
4216,MIRANDO CITY 3 1
4217,FREER 4 1
4218,MIRANDO CITY 4 1
4219,SAN YGNACIO 1 1
4220,OILTON 4 1
4221,EL INDIO 3 1
4222,MIRANDO CITY 5 1
4223,EAGLE PASS 5 1
4224,LAREDO 28 1
4225,LAREDO 29 1
4226,LAREDO 30 1
4227,ROMA 1 1
4228,RIO GRANDE CITY 1 1
4229,SALINENO 1 1
4230,RIO GRANDE CITY 2 1
4231,RIO GRANDE CITY 3 1
4232,ROMA 2 1
4233,LOPENO 2 1
4234,ROMA 3 1
4235,RIO GRANDE CITY 4 1
4236,ROMA 4 1
4237,SAN ISIDRO 2 1
4238,ROMA 5 1
4239,GRULLA 1 1
4240,ROMA 6 1
4241,ROMA 7 1
4242,QUEMADO 5 1
4243,QUEMADO 5 2
4244,QUEMADO 5 3
4245,LAREDO 31 1
4246,LAREDO 31 2
4247,LAREDO 31 3
4248,FALCON HEIGHTS 1 1
4249,FALCON HEIGHTS 1 2
4250,FALCON HEIGHTS 1 3
4251,FALCON HEIGHTS 1 4
4252,FALCON HEIGHTS 1 5
4253,OILTON 5 1
4254,OILTON 5 2
4255,MIRANDO CITY 6 1
4256,MIRANDO CITY 6 2
4257,RIO GRANDE CITY 5 1
4258,RIO GRANDE CITY 5 2
4259,GRULLA 2 1
4260,GRULLA 2 2
4261,GRULLA 2 3
4262,HEBBRONVILLE 3 1
4263,HEBBRONVILLE 3 2
4264,MIRANDO CITY 7 1
4265,MIRANDO CITY 7 2
4266,MIRANDO CITY 7 3
4267,BRUNI 2 1
4268,BRUNI 2 2
4269,BRUNI 2 3
4270,LOPENO 3 1
4271,LOPENO 3 2
4272,LOPENO 3 3
4273,BRUNI 3 1
4274,BRUNI 3 2
4275,BRUNI 3 3
4276,RIO GRANDE CITY 6 1
4277,RIO GRANDE CITY 6 2
4278,RIO GRANDE CITY 6 3
4279,BRUNI 4 1
4280,BRUNI 4 2
4281,AMARILLO 1 1
4282,CANYON 1 1
4283,HAPPY 1 1
4284,AMARILLO 2 1
4285,UMBARGER 1 1
4286,AMARILLO 3 1
4287,WAYSIDE 1 1
4288,UMBARGER 2 1
4289,HAPPY 2 1
4290,BOYS RANCH 1 1
4291,MASTERSON 1 1
4292,FRITCH 1 1
4293,AMARILLO 4 1
4294,CANYON 2 1
4295,CANYON 3 1
4296,HAPPY 3 1
4297,AMARILLO 5 1
4298,PANHANDLE 1 1
4299,BOYS RANCH 2 1
4300,BOYS RANCH 3 1
4301,PAMPA 1 1
4302,PANHANDLE 2 1
4303,PANHANDLE 3 1
4304,ESTELLINE 1 1
4305,MIAMI 1 1
4306,WHEELER 1 1
4307,BRISCOE 1 1
4308,GROOM 1 1
4309,SHAMROCK 1 1
4310,LELIA LAKE 1 1
4311,CLAUDE 1 1
4312,SHAMROCK 2 1
4313,WELLINGTON 1 1
4314,LAKEVIEW 1 1
4315,MIAMI 2 1
4316,WELLINGTON 2 1
4317,RALLS 1 1
4318,LOCKNEY 1 1
4319,CROSBYTON 1 1
4320,POST 1 1
4321,QUITAQUE 1 1
4322,MATADOR 1 1
4323,SPUR 1 1
4324,JAYTON 1 1
4325,DICKENS 1 1
4326,SPUR 2 1
4327,GIRARD 1 1
4328,ROTAN 1 1
4329,SLATON 1 1
4330,LOCKNEY 2 1
4331,CROWELL 1 1
4332,CHILDRESS 1 1
4333,CHILLICOTHE 1 1
4334,BENJAMIN 1 1
4335,PADUCAH 1 1
4336,O BRIEN 1 1
4337,ASPERMONT 1 1
4338,CHILDRESS 2 1
4339,CHILDRESS 2 2
4340,SUMMERFIELD 1 1
4341,TULIA 1 1
4342,TULIA 1 2
4343,WILDORADO 1 1
4344,HAPPY 4 1
4345,HART 1 1
4346,KRESS 1 1
4347,DIMMITT 1 1
4348,VEGA 1 1
4349,HEREFORD 1 1
4350,SUMMERFIELD 2 1
4351,WAYSIDE 2 1
4352,BOYS RANCH 4 1
4353,SPRINGLAKE 1 1
4354,IRA 1 1
4355,GAIL 1 1
4356,IRA 2 1
4357,AMARILLO 6 1
4358,AMARILLO 7 1
4359,AMARILLO 8 1
4360,AMARILLO 9 1
4361,AMARILLO 10 1
4362,BUSHLAND 1 1
4363,AMARILLO 11 1
4364,AMARILLO 12 1
4365,AMARILLO 12 2
4366,AMARILLO 13 1
4367,AMARILLO 14 1
4368,CANYON 4 1
4369,AMARILLO 15 1
4370,CANYON 5 1
4371,CANYON 6 1
4372,AMARILLO 16 1
4373,CANYON 7 1
4374,AMARILLO 17 1
4375,AMARILLO 18 1
4376,AMARILLO 19 1
4377,AMARILLO 20 1
4378,AMARILLO 21 1
4379,AMARILLO 22 1
4380,AMARILLO 23 1
4381,AMARILLO 24 1
4382,AMARILLO 25 1
4383,AMARILLO 26 1
4384,FLUVANNA 1 1
4385,FLUVANNA 1 2
4386,FLUVANNA 1 3
4387,SNYDER 1 1
4388,SNYDER 1 2
4389,SNYDER 1 3
4390,FLUVANNA 2 1
4391,FLUVANNA 2 2
4392,IRA 3 1
4393,IRA 3 2
4394,IRA 3 3
4395,DOUGHERTY 1 1
4396,DOUGHERTY 1 2
4397,MCADOO 1 1
4398,MCADOO 1 2
4399,ODONNELL 1 1
4400,ODONNELL 1 2
4401,ODONNELL 2 1
4402,ODONNELL 2 2
4403,ODONNELL 2 3
4404,ODONNELL 2 4
4405,ROTAN 2 1
4406,ROTAN 2 2
4407,WHITE DEER 1 1
4408,WHITE DEER 1 2
4409,WHITE DEER 1 3
4410,PANHANDLE 4 1
4411,PANHANDLE 4 2
4412,PANHANDLE 5 1
4413,PANHANDLE 5 2
4414,PANHANDLE 6 1
4415,PANHANDLE 6 2
4416,MOBEETIE 1 1
4417,MOBEETIE 1 2
4418,DOUGHERTY 2 1
4419,DOUGHERTY 2 2
4420,SOUTH PLAINS 1 1
4421,SOUTH PLAINS 1 2
4422,SOUTH PLAINS 1 3
4423,UMBARGER 3 1
4424,UMBARGER 3 2
4425,ADRIAN 1 1
4426,ADRIAN 1 2
4427,ADRIAN 2 1
4428,ADRIAN 2 2
4429,SUMMERFIELD 3 1
4430,SUMMERFIELD 3 2
4431,GROOM 2 1
4432,GROOM 2 2
4433,FLUVANNA 3 1
4434,FLUVANNA 3 2
4435,LOCKNEY 3 1
4436,LOCKNEY 3 2
4437,LOCKNEY 3 3
4438,UMBARGER 4 1
4439,UMBARGER 4 2
4440,UMBARGER 4 3
4441,GOREE 1 1
4442,GOREE 1 2
4443,SILVERTON 1 1
4444,SILVERTON 1 2
4445,LOCKNEY 4 1
4446,LOCKNEY 4 2
4447,LOCKNEY 4 3
4448,FLOYDADA 1 1
4449,FLOYDADA 1 2
4450,ENOCHS 1 1
4451,ENOCHS 1 2
4452,FLOYDADA 2 1
4453,FLOYDADA 2 2
4454,FLOYDADA 2 3
4455,FLOYDADA 2 4
4456,FLOYDADA 2 5
4457,GROOM 3 1
4458,GROOM 3 2
4459,GROOM 3 3
4460,ODELL 2 1
4461,ODELL 2 2
4462,UMBARGER 5 1
4463,UMBARGER 5 2
4464,UMBARGER 5 3
4465,SNYDER 2 1
4466,SNYDER 2 2
4467,SNYDER 2 3
4468,CROWELL 2 1
4469,CROWELL 2 2
4470,CROWELL 2 3
4471,FLUVANNA 4 1
4472,FLUVANNA 4 2
4473,TAHOKA 1 1
4474,TAHOKA 1 2
4475,CHILLICOTHE 2 1
4476,CHILLICOTHE 2 2
4477,CHILLICOTHE 3 1
4478,CHILLICOTHE 3 2
4479,CHILLICOTHE 3 3
4480,WILDORADO 2 1
4481,WILDORADO 2 2
4482,WILDORADO 2 3
4483,WESLACO 1 1
4484,WESLACO 2 1
4485,WESLACO 3 1
4486,WESLACO 3 2
4487,DONNA 1 1
4488,ELSA 1 1
4489,WESLACO 4 1
4490,DONNA 2 1
4491,MERCEDES 1 1
4492,WESLACO 5 1
4493,ELSA 2 1
4494,PROGRESO 1 1
4495,SANTA MARIA 1 1
4496,LA FERIA 1 1
4497,DONNA 3 1
4498,WESLACO 6 1
4499,SAN BENITO 1 1
4500,SAN BENITO 2 1
4501,LOS INDIOS 1 1
4502,OLMITO 1 1
4503,SAN BENITO 3 1
4504,SAN BENITO 4 1
4505,HARLINGEN 1 1
4506,OLMITO 2 1
4507,LOS FRESNOS 1 1
4508,OLMITO 3 1
4509,RIO HONDO 1 1
4510,SAN BENITO 5 1
4511,MISSION 1 1
4512,MISSION 1 2
4513,MISSION 2 1
4514,MISSION 3 1
4515,MISSION 4 1
4516,MISSION 5 1
4517,MISSION 6 1
4518,MISSION 7 1
4519,MCALLEN 1 1
4520,MCALLEN 2 1
4521,MISSION 8 1
4522,MCALLEN 3 1
4523,MISSION 9 1
4524,MCALLEN 4 1
4525,HIDALGO 1 1
4526,PROGRESO 2 1
4527,HARLINGEN 2 1
4528,LOS INDIOS 2 1
4529,RIO HONDO 2 1
4530,LYFORD 1 1
4531,EDINBURG 1 1
4532,RAYMONDVILLE 1 1
4533,SOUTH PADRE ISLAND 1 1
4534,SOUTH PADRE ISLAND 2 1
4535,OLMITO 4 1
4536,PORT ISABEL 1 1
4537,DELMITA 1 1
4538,LINN 1 1
4539,HARGILL 1 1
4540,HARGILL 2 1
4541,HARGILL 3 1
4542,EDCOUCH 1 1
4543,SAN PERLITA 1 1
4544,EDINBURG 2 1
4545,HIDALGO 2 1
4546,LA VILLA 1 1
4547,COMBES 1 1
4548,RIO HONDO 3 1
4549,SANTA ELENA 1 1
4550,SULLIVAN CITY 1 1
4551,ENCINO 2 1
4552,SANTA MARIA 2 1
4553,PENITAS 1 1
4554,RAYMONDVILLE 2 1
4555,LASARA 1 1
4556,LASARA 2 1
4557,LOS FRESNOS 2 1
4558,ENCINO 3 1
4559,SAN ISIDRO 3 1
4560,GRULLA 3 1
4561,PORT ISABEL 2 1
4562,PORT ISABEL 3 1
4563,EDINBURG 3 1
4564,LA BLANCA 1 1
4565,EDINBURG 4 1
4566,EDINBURG 5 1
4567,EDINBURG 6 1
4568,LA BLANCA 2 1
4569,EDINBURG 7 1
4570,EDINBURG 8 1
4571,EDCOUCH 2 1
4572,EDINBURG 9 1
4573,EDINBURG 10 1
4574,HARGILL 4 1
4575,LA BLANCA 3 1
4576,EDINBURG 11 1
4577,LA BLANCA 4 1
4578,EDINBURG 12 1
4579,EDINBURG 13 1
4580,BROWNSVILLE 1 1
4581,BROWNSVILLE 2 1
4582,BROWNSVILLE 3 1
4583,BROWNSVILLE 4 1
4584,BROWNSVILLE 5 1
4585,BROWNSVILLE 6 1
4586,BROWNSVILLE 7 1
4587,BROWNSVILLE 8 1
4588,OLMITO 5 1
4589,OLMITO 6 1
4590,OLMITO 7 1
4591,OLMITO 8 1
4592,BROWNSVILLE 9 1
4593,PORT ISABEL 4 1
4594,BROWNSVILLE 10 1
4595,BROWNSVILLE 11 1
4596,OLMITO 9 1
4597,BROWNSVILLE 12 1
4598,BROWNSVILLE 13 1
4599,BROWNSVILLE 14 1
4600,BROWNSVILLE 14 2
4601,OLMITO 10 1
4602,MCALLEN 5 1
4603,HIDALGO 3 1
4604,MCALLEN 6 1
4605,MCALLEN 7 1
4606,MCALLEN 8 1
4607,SAN JUAN 1 1
4608,PHARR 1 1
4609,MCALLEN 9 1
4610,MCALLEN 9 2
4611,SAN JUAN 2 1
4612,SAN JUAN 3 1
4613,SAN JUAN 4 1
4614,SAN JUAN 5 1
4615,HIDALGO 4 1
4616,MCALLEN 10 1
4617,MCALLEN 11 1
4618,EDINBURG 14 1
4619,SAN JUAN 6 1
4620,LA JOYA 1 1
4621,GRULLA 4 1
4622,SULLIVAN CITY 2 1
4623,COMBES 2 1
4624,COMBES 3 1
4625,HARLINGEN 3 1
4626,HARLINGEN 3 2
4627,COMBES 4 1
4628,RAYMONDVILLE 3 1
4629,LA FERIA 2 1
4630,PORT MANSFIELD 1 1
4631,SANTA ROSA 1 1
4632,LA FERIA 3 1
4633,SAN PERLITA 2 1
4634,LA FERIA 4 1
4635,HARLINGEN 4 1
4636,HARLINGEN 5 1
4637,BROWNSVILLE 15 1
4638,BROWNSVILLE 15 2
4639,BROWNSVILLE 15 3
4640,BROWNSVILLE 15 4
4641,BROWNSVILLE 15 5
4642,BROWNSVILLE 15 6
4643,SANTA ROSA 2 1
4644,SANTA ROSA 2 2
4645,SANTA ROSA 2 3
4646,SANTA ROSA 2 4
4647,SANTA ROSA 2 5
4648,SANTA ROSA 2 6
4649,EDINBURG 15 1
4650,EDINBURG 15 2
4651,EDINBURG 15 3
4652,EDINBURG 15 4
4653,EDINBURG 16 1
4654,EDINBURG 16 2
4655,EDINBURG 16 3
4656,EDINBURG 16 4
4657,PENITAS 2 1
4658,PENITAS 2 2
4659,PENITAS 2 3
4660,PENITAS 2 4
4661,PENITAS 2 5
4662,HARLINGEN 6 1
4663,HARLINGEN 6 2
4664,LYFORD 2 1
4665,LYFORD 2 2
4666,LYFORD 2 3
4667,RAYMONDVILLE 4 1
4668,RAYMONDVILLE 4 2
4669,SAN PERLITA 3 1
4670,SAN PERLITA 3 2
4671,SAN PERLITA 3 3
4672,RIO HONDO 4 1
4673,RIO HONDO 4 2
4674,RIO HONDO 4 3
4675,HARGILL 5 1
4676,HARGILL 5 2
4677,HARGILL 5 3
4678,HARGILL 5 4
4679,HARGILL 5 5
4680,HARGILL 5 6
4681,HARGILL 5 7
4682,HARGILL 5 8
4683,HARGILL 5 9
4684,HARGILL 5 10
4685,LOS FRESNOS 3 1
4686,LOS FRESNOS 3 2
4687,SULLIVAN CITY 3 1
4688,SULLIVAN CITY 3 2
4689,SULLIVAN CITY 3 3
4690,GATESVILLE 1 1
4691,IREDELL 2 1
4692,CRANFILLS GAP 1 1
4693,IREDELL 3 1
4694,JONESBORO 1 1
4695,JONESBORO 2 1
4696,CRANFILLS GAP 2 1
4697,MERIDIAN 2 1
4698,CLIFTON 1 1
4699,CHINA SPRING 1 1
4700,VALLEY MILLS 1 1
4701,CHINA SPRING 2 1
4702,AQUILLA 1 1
4703,OGLESBY 1 1
4704,VALLEY MILLS 2 1
4705,CRAWFORD 1 1
4706,OGLESBY 2 1
4707,CLIFTON 2 1
4708,GATESVILLE 2 1
4709,CLIFTON 3 1
4710,CRANFILLS GAP 3 1
4711,GATESVILLE 3 1
4712,GATESVILLE 4 1
4713,BERTRAM 1 1
4714,LOMETA 1 1
4715,LOMETA 2 1
4716,LAMPASAS 1 1
4717,BURNET 1 1
4718,BURNET 2 1
4719,BERTRAM 2 1
4720,LIBERTY HILL 3 1
4721,BERTRAM 3 1
4722,EVANT 1 1
4723,LOMETA 3 1
4724,PURMELA 1 1
4725,EVANT 2 1
4726,COPPERAS COVE 1 1
4727,GATESVILLE 5 1
4728,GATESVILLE 6 1
4729,OGLESBY 3 1
4730,LOMETA 4 1
4731,LAMPASAS 2 1
4732,EVANT 3 1
4733,LAMPASAS 3 1
4734,LAMPASAS 4 1
4735,KEMPNER 1 1
4736,KEMPNER 2 1
4737,KEMPNER 3 1
4738,FORT HOOD 1 1
4739,BURNET 3 1
4740,BERTRAM 4 1
4741,BEND 1 1
4742,BURNET 4 1
4743,BRIGGS 1 1
4744,BRIGGS 2 1
4745,OGLESBY 4 1
4746,BEND 2 1
4747,BURNET 5 1
4748,MOODY 1 1
4749,EVANT 4 1
4750,BEND 3 1
4751,DE LEON 1 1
4752,5_1_2021 1
4753,5_2_2021 1
4754,BLANKET 1 1
4755,BROOKESMITH 1 1
4756,ZEPHYR 1 1
4757,EARLY 1 1
4758,SIDNEY 1 1
4759,COMANCHE 1 1
4760,GUSTINE 1 1
4761,ENERGY 1 1
4762,PRIDDY 1 1
4763,MULLIN 1 1
4764,MULLIN 2 1
4765,PRIDDY 2 1
4766,PRIDDY 3 1
4767,MULLIN 3 1
4768,GOLDTHWAITE 1 1
4769,GOLDTHWAITE 2 1
4770,GORMAN 2 1
4771,DE LEON 2 1
4772,CARLTON 1 1
4773,CARLTON 2 1
4774,POTTSVILLE 1 1
4775,HAMILTON 1 1
4776,HAMILTON 2 1
4777,HAMILTON 3 1
4778,PURMELA 2 1
4779,HICO 1 1
4780,HICO 1 2
4781,HICO 1 3
4782,HICO 1 4
4783,GOLDTHWAITE 3 1
4784,EVANT 5 1
4785,DUBLIN 4 1
4786,COMANCHE 2 1
4787,GUSTINE 2 1
4788,ZEPHYR 2 1
4789,GOLDTHWAITE 4 1
4790,HICO 2 1
4791,MULLIN 4 1
4792,EARLY 2 1
4793,DAVILLA 1 1
4794,LOTT 1 1
4795,LOTT 2 1
4796,ROSEBUD 1 1
4797,BUCKHOLTS 1 1
4798,BUCKHOLTS 2 1
4799,EDDY 1 1
4800,BURLINGTON 1 1
4801,ROGERS 1 1
4802,LOTT 3 1
4803,SATIN 1 1
4804,MART 1 1
4805,MARLIN 1 1
4806,RIESEL 1 1
4807,RICHLAND SPRINGS 1 1
4808,SAN SABA 1 1
4809,BEND 4 1
4810,VALLEY SPRING 1 1
4811,BLUFFTON 1 1
4812,SAN SABA 2 1
4813,WACO 1 1
4814,WOODWAY 1 1
4815,HEWITT 1 1
4816,RIESEL 2 1
4817,WACO 2 1
4818,WACO 2 2
4819,WACO 3 1
4820,WACO 3 2
4821,WACO 4 1
4822,WACO 5 1
4823,WACO 5 2
4824,WACO 6 1
4825,WACO 7 1
4826,WACO 8 1
4827,LORENA 1 1
4828,AXTELL 1 1
4829,RIESEL 3 1
4830,MART 2 1
4831,RIESEL 4 1
4832,HEWITT 2 1
4833,HEWITT 3 1
4834,HEWITT 3 2
4835,HEWITT 3 3
4836,WACO 9 1
4837,WACO 9 2
4838,WACO 9 3
4839,WACO 9 4
4840,WACO 10 1
4841,WOODWAY 2 1
4842,ROGERS 2 1
4843,BELTON 1 1
4844,SALADO 1 1
4845,SALADO 1 2
4846,SALADO 2 1
4847,LITTLE RIVER ACADEMY 1 1
4848,SALADO 3 1
4849,HOLLAND 1 1
4850,BARTLETT 1 1
4851,BARTLETT 1 2
4852,HOLLAND 2 1
4853,BARTLETT 2 1
4854,JARRELL 1 1
4855,KILLEEN 1 1
4856,KILLEEN 1 2
4857,KILLEEN 2 1
4858,KILLEEN 2 2
4859,FORT HOOD 2 1
4860,KILLEEN 3 1
4861,KILLEEN 3 2
4862,KILLEEN 3 3
4863,FORT HOOD 3 1
4864,KILLEEN 4 1
4865,KILLEEN 4 2
4866,KILLEEN 5 1
4867,FLORENCE 1 1
4868,HARKER HEIGHTS 1 1
4869,HARKER HEIGHTS 2 1
4870,KILLEEN 6 1
4871,NOLANVILLE 1 1
4872,HARKER HEIGHTS 3 1
4873,FORT HOOD 4 1
4874,FORT HOOD 4 2
4875,HARKER HEIGHTS 4 1
4876,HARKER HEIGHTS 4 2
4877,HARKER HEIGHTS 4 3
4878,HARKER HEIGHTS 4 4
4879,HARKER HEIGHTS 5 1
4880,KILLEEN 7 1
4881,ELM MOTT 1 1
4882,ELM MOTT 1 2
4883,CHINA SPRING 3 1
4884,AXTELL 2 1
4885,AXTELL 2 2
4886,WEST 1 1
4887,WEST 1 2
4888,WEST 1 3
4889,WEST 1 4
4890,CHINA SPRING 4 1
4891,WEST 2 1
4892,AQUILLA 2 1
4893,CHINA SPRING 5 1
4894,CHINA SPRING 5 2
4895,ELM MOTT 2 1
4896,ELM MOTT 3 1
4897,CHINA SPRING 6 1
4898,WEST 3 1
4899,GRANGER 2 1
4900,GRANGER 3 1
4901,MC GREGOR 1 1
4902,HEWITT 4 1
4903,HEWITT 5 1
4904,HEWITT 5 2
4905,BRUCEVILLE 1 1
4906,MC GREGOR 2 1
4907,MC GREGOR 2 2
4908,CRAWFORD 2 1
4909,CRAWFORD 3 1
4910,VALLEY MILLS 3 1
4911,CRAWFORD 4 1
4912,WOODWAY 3 1
4913,WOODWAY 4 1
4914,HEWITT 6 1
4915,BRUCEVILLE 2 1
4916,LORENA 2 1
4917,MOODY 2 1
4918,BRUCEVILLE 3 1
4919,WOODWAY 5 1
4920,MC GREGOR 3 1
